model_key,sample_size,outer_fold,projected,raw,delta_nRMSE,relative_change_percent,projection_improved
knn_regressor,5250,3,0.6141850840049701,0.6223312085204032,-0.008146124515433173,-1.3089693082885303,True
knn_regressor,5250,4,0.6633706528456257,0.6370899267499739,0.026280726095651796,4.125120331084072,False
knn_regressor,6200,0,0.6173970355682461,0.6229112819034127,-0.005514246335166617,-0.8852378332781015,True
knn_regressor,6200,1,0.6288475367437945,0.6462266872466631,-0.017379150502868645,-2.6893272663985583,True
knn_regressor,6200,2,0.6613791418152031,0.6194395285890673,0.04193961322613582,6.770574251479247,False
knn_regressor,6200,3,0.6085501841943665,0.6193964207101992,-0.010846236515832719,-1.7510977062793547,True
knn_regressor,6200,4,0.6943362307722776,0.6253440377098125,0.06899219306246507,11.032677838447789,False
knn_regressor,7150,0,0.6072010499967332,0.61591801834523,-0.008716968348496779,-1.4152806199624453,True
knn_regressor,7150,1,0.6161175348443089,0.6332185633010975,-0.017101028456788625,-2.7006517887974537,True
knn_regressor,7150,2,0.6479712798343468,0.6123061386175825,0.03566514121676423,5.824723772537415,False
knn_regressor,7150,3,0.6046341386769316,0.6151784877325671,-0.010544349055635505,-1.7140308489167109,True
knn_regressor,7150,4,0.6763689464701673,0.6187710918934217,0.0575978545767456,9.308426869215532,False
